,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
5989,Sean Durkin,Jude Law,Carrie Coon,Charlie Shotwell,Drama Romance,the nest,Jude Law Carrie Coon Charlie Shotwell Sean Durkin Drama Romance
5990,Roger Michell,Susan Sarandon,Kate Winslet,Mia Wasikowska,Drama,blackbird,Susan Sarandon Kate Winslet Mia Wasikowska Roger Michell Drama
5991,William Olsson,Alexandra Daddario,Takehiro Hira,Carice van Houten,Drama,lost girls & love hotels,Alexandra Daddario Takehiro Hira Carice van Houten William Olsson Drama
5992,Taylor A. Purdee,Taylor A. Purdee,John Donchak,Nathan Purdee,Drama Music,killian & the comeback kids,Taylor A. Purdee John Donchak Nathan Purdee Taylor A. Purdee Drama Music
5993,Harry Bradbeer,Millie Bobby Brown,Henry Cavill,Sam Claflin,Mystery Crime Adventure,enola holmes,Millie Bobby Brown Henry Cavill Sam Claflin Harry Bradbeer Mystery Crime Adventure
5994,Aaron Sorkin,Yahya Abdul-Mateen II,Sacha Baron Cohen,Danny Flaherty,Drama History,the trial of the chicago 7,Yahya Abdul-Mateen II Sacha Baron Cohen Danny Flaherty Aaron Sorkin Drama History
5995,Tate Taylor,Jessica Chastain,John Malkovich,Common,Drama,ava,Jessica Chastain John Malkovich Common Tate Taylor Drama
5996,Miranda July,Evan Rachel Wood,Richard Jenkins,Debra Winger,Crime Drama Comedy,kajillionaire,Evan Rachel Wood Richard Jenkins Debra Winger Miranda July Crime Drama Comedy
5997,Andrew Cohn,Richard Jenkins,Shane Paul McGhie,Da'Vine Joy Randolph,Comedy Drama,the last shift,Richard Jenkins Shane Paul McGhie Da'Vine Joy Randolph Andrew Cohn Comedy Drama
5998,Anna Mastro,Peyton Elizabeth Lee,Skylar Astin,Élodie Yung,Action Adventure Comedy Fantasy,secret society of second-born royals,Peyton Elizabeth Lee Skylar Astin Élodie Yung Anna Mastro Action Adventure Comedy Fantasy
5999,Marc Carlini,Tommy Dewey,François Arnaud,Minka Kelly,Comedy Drama,she's in portland,Tommy Dewey François Arnaud Minka Kelly Marc Carlini Comedy Drama
6000,Joe Mantello,Jim Parsons,Zachary Quinto,Matt Bomer,Drama,the boys in the band,Jim Parsons Zachary Quinto Matt Bomer Joe Mantello Drama
6001,Julie Taymor,Julianne Moore,Alicia Vikander,Timothy Hutton,Drama,the glorias,Julianne Moore Alicia Vikander Timothy Hutton Julie Taymor Drama
6002,Sofia Coppola,Rashida Jones,Bill Murray,Marlon Wayans,Drama Comedy,on the rocks,Rashida Jones Bill Murray Marlon Wayans Sofia Coppola Drama Comedy
6003,Brian Duffield,Katherine Langford,Charlie Plummer,Hayley Law,Comedy Horror,spontaneous,Katherine Langford Charlie Plummer Hayley Law Brian Duffield Comedy Horror
6004,Osmany Rodriguez,Jaden Michael,Gerald W. Jones III,Gregory Diaz IV,Comedy Horror,vampires vs. the bronx,Jaden Michael Gerald W. Jones III Gregory Diaz IV Osmany Rodriguez Comedy Horror
6005,Brandon Cronenberg,Andrea Riseborough,Christopher Abbott,Rossif Sutherland,Horror Thriller Science Fiction Mystery,possessor,Andrea Riseborough Christopher Abbott Rossif Sutherland Brandon Cronenberg Horror Thriller Science Fiction Mystery
6006,Darren Lynn Bousman,Maggie Q,Alex Essoe,Luke Hemsworth,Horror Mystery,death of me,Maggie Q Alex Essoe Luke Hemsworth Darren Lynn Bousman Horror Mystery
6007,Mike Elliott,Madison Pettis,Lizze Broadway,Piper Curda,Comedy,american pie presents: girls' rules,Madison Pettis Lizze Broadway Piper Curda Mike Elliott Comedy
6008,Veena Sud,Mireille Enos,Peter Sarsgaard,Joey King,Drama Horror Mystery Thriller,the lie,Mireille Enos Peter Sarsgaard Joey King Veena Sud Drama Horror Mystery Thriller
6009,Steven Brill,Adam Sandler,Kevin James,Julie Bowen,Comedy Mystery Horror,hubie halloween,Adam Sandler Kevin James Julie Bowen Steven Brill Comedy Mystery Horror
6010,Brannon Braga,Britt Robertson,Anna Friel,Rafi Gavron,Horror Science Fiction,books of blood,Britt Robertson Anna Friel Rafi Gavron Brannon Braga Horror Science Fiction
6011,Angel Manuel Soto,Jahi Di'Allo Winston,Meek Mill,Will Catlett,Drama,charm city kings,Jahi Di'Allo Winston Meek Mill Will Catlett Angel Manuel Soto Drama
6012,Tim Hill,Robert De Niro,Uma Thurman,Rob Riggle,Comedy Family,the war with grandpa,Robert De Niro Uma Thurman Rob Riggle Tim Hill Comedy Family
6013,Woody Allen,Timothée Chalamet,Elle Fanning,Selena Gomez,Comedy Romance,a rainy day in new york,Timothée Chalamet Elle Fanning Selena Gomez Woody Allen Comedy Romance
6014,Diane Paragas,Eva Noblezada,Dale Watson,Princess Punzalan,Drama Music,yellow rose,Eva Noblezada Dale Watson Princess Punzalan Diane Paragas Drama Music
6015,Radha Blank,Radha Blank,Peter Kim,Oswin Benjamin,Comedy Drama Music,the 40-year-old version,Radha Blank Peter Kim Oswin Benjamin Radha Blank Comedy Drama Music
6016,Zu Quirke,Sydney Sweeney,Madison Iseman,Jacques Colimon,Horror Mystery Thriller Music,nocturne,Sydney Sweeney Madison Iseman Jacques Colimon Zu Quirke Horror Mystery Thriller Music
6017,"Elan Dassani, Rajeev Dassani (directors); Madhuri Shekar (screenplay); Sarita Choudhury, Sunita Mani, Omar Maskati, Bernard White",Sarita Choudhury,Sunita Mani,Omar Maskati,Mystery Thriller Horror,evil eye,"Sarita Choudhury Sunita Mani Omar Maskati Elan Dassani, Rajeev Dassani (directors); Madhuri Shekar (screenplay); Sarita Choudhury, Sunita Mani, Omar Maskati, Bernard White Mystery Thriller Horror"
6018,Rachel Talalay,Tamara Smart,Oona Laurence,Tom Felton,Family Fantasy Adventure Comedy,a babysitter's guide to monster hunting,Tamara Smart Oona Laurence Tom Felton Rachel Talalay Family Fantasy Adventure Comedy
6019,Michael Matthews,Dylan O'Brien,Jessica Henwick,Dan Ewing,Comedy Action Adventure Fantasy,love and monsters,Dylan O'Brien Jessica Henwick Dan Ewing Michael Matthews Comedy Action Adventure Fantasy
6020,Mark Williams,Liam Neeson,Kate Walsh,Robert Patrick,Thriller Action Crime Drama,honest thief,Liam Neeson Kate Walsh Robert Patrick Mark Williams Thriller Action Crime Drama
6021,Justin Baldoni,Fin Argus,Sabrina Carpenter,Madison Iseman,Music Drama Romance,clouds,Fin Argus Sabrina Carpenter Madison Iseman Justin Baldoni Music Drama Romance
6022,Edward James Olmos,David Strathairn,Kate Bosworth,Pablo Schreiber,Drama Thriller,the devil has a name,David Strathairn Kate Bosworth Pablo Schreiber Edward James Olmos Drama Thriller
6023,Evan Morgan,Adam Brody,Sophie Nélisse,Tzi Ma,Comedy Drama Mystery,the kid detective,Adam Brody Sophie Nélisse Tzi Ma Evan Morgan Comedy Drama Mystery
6024,Johnny Martin,Tyler Posey,Summer Spiro,Robert Ri'chard,Thriller Horror,alone,Tyler Posey Summer Spiro Robert Ri'chard Johnny Martin Thriller Horror
6025,Lance Hool,Jacob Elordi,Adan Canto,Tiera Skovbye,Romance Drama,2 hearts,Jacob Elordi Adan Canto Tiera Skovbye Lance Hool Romance Drama
6026,Steve Byrne,Jimmy O. Yang,Alex Moffat,Cedric the Entertainer,Comedy,the opening act,Jimmy O. Yang Alex Moffat Cedric the Entertainer Steve Byrne Comedy
6027,Robert Zemeckis,Anne Hathaway,Octavia Spencer,Stanley Tucci,Family Fantasy Adventure Comedy Horror,the witches,Anne Hathaway Octavia Spencer Stanley Tucci Robert Zemeckis Family Fantasy Adventure Comedy Horror
6028,Glen Keane,Cathy Ang,Phillipa Soo,Ken Jeong,Animation Adventure Family Fantasy,over the moon,Cathy Ang Phillipa Soo Ken Jeong Glen Keane Animation Adventure Family Fantasy
6029,Roger Kumble,Josephine Langford,Hero Fiennes Tiffin,Dylan Sprouse,Romance Drama,after we collided,Josephine Langford Hero Fiennes Tiffin Dylan Sprouse Roger Kumble Romance Drama
6030,David Prior,James Badge Dale,Marin Ireland,Stephen Root,Horror Mystery Thriller,the empty man,James Badge Dale Marin Ireland Stephen Root David Prior Horror Mystery Thriller
6031,Kurt Wimmer,Elena Kampouris,Kate Moyer,Callan Mulvey,Horror Thriller,children of the corn,Elena Kampouris Kate Moyer Callan Mulvey Kurt Wimmer Horror Thriller
6032,Justin Simien,Elle Lorraine,Vanessa Williams,Jay Pharoah,TV Movie Adventure Comedy,bad hair,Elle Lorraine Vanessa Williams Jay Pharoah Justin Simien TV Movie Adventure Comedy
6033,Nicol Paone,Malin Åkerman,Kat Dennings,Aisha Tyler,Comedy,friendsgiving,Malin Åkerman Kat Dennings Aisha Tyler Nicol Paone Comedy
6034,Zoe Lister-Jones,Cailee Spaeny,Gideon Adlon,Lovie Simone,Horror Drama Fantasy,the craft: legacy,Cailee Spaeny Gideon Adlon Lovie Simone Zoe Lister-Jones Horror Drama Fantasy
6035,John Whitesell,Emma Roberts,Luke Bracey,Kristin Chenoweth,Comedy Romance,holidate,Emma Roberts Luke Bracey Kristin Chenoweth John Whitesell Comedy Romance
6036,Jacob Chase,Gillian Jacobs,John Gallagher Jr.,Azhy Robertson,Horror,come play,Gillian Jacobs John Gallagher Jr. Azhy Robertson Jacob Chase Horror
6037,Max Winkler,Charlie Hunnam,Jack O'Connell,Jessica Barden,Drama,jungleland,Charlie Hunnam Jack O'Connell Jessica Barden Max Winkler Drama
6038,Thomas Bezucha,Diane Lane,Kevin Costner,Lesley Manville,Drama Thriller Crime,let him go,Diane Lane Kevin Costner Lesley Manville Thomas Bezucha Drama Thriller Crime
6039,Andrea Di Stefano,Joel Kinnaman,Rosamund Pike,Common,Drama Crime Thriller,the informer,Joel Kinnaman Rosamund Pike Common Andrea Di Stefano Drama Crime Thriller
6040,Bryan Bertino,Marin Ireland,Michael Abbott Jr.,Xander Berkeley,Horror,the dark and the wicked,Marin Ireland Michael Abbott Jr. Xander Berkeley Bryan Bertino Horror
6041,Ron Howard,Amy Adams,Glenn Close,Gabriel Basso,Drama,hillbilly elegy,Amy Adams Glenn Close Gabriel Basso Ron Howard Drama
6042,David Fincher,Gary Oldman,Amanda Seyfried,Lily Collins,Drama History,mank,Gary Oldman Amanda Seyfried Lily Collins David Fincher Drama History
6043,Christopher Landon,Vince Vaughn,Kathryn Newton,Katie Finneran,Comedy Fantasy Horror Thriller,freaky,Vince Vaughn Kathryn Newton Katie Finneran Christopher Landon Comedy Fantasy Horror Thriller
6044,David E. Talbert,Forest Whitaker,Keegan-Michael Key,Hugh Bonneville,Family Fantasy Music,jingle jangle: a christmas journey,Forest Whitaker Keegan-Michael Key Hugh Bonneville David E. Talbert Family Fantasy Music
6045,Miles Joris-Peyrafitte,Finn Cole,Margot Robbie,Travis Fimmel,Thriller Drama,dreamland,Finn Cole Margot Robbie Travis Fimmel Miles Joris-Peyrafitte Thriller Drama
6046,"Eshom Nelms, Ian Nelms (directors/screenplay); Mel Gibson, Walton Goggins, Marianne Jean-Baptiste",Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,Action Comedy Fantasy,fatman,"Mel Gibson Walton Goggins Marianne Jean-Baptiste Eshom Nelms, Ian Nelms (directors/screenplay); Mel Gibson, Walton Goggins, Marianne Jean-Baptiste Action Comedy Fantasy"
6047,Edoardo Ponti,Sophia Loren,Ibrahima Gueye,Abril Zamora,Drama,the life ahead,Sophia Loren Ibrahima Gueye Abril Zamora Edoardo Ponti Drama
6048,Michael Angelo Covino,Kyle Marvin,Michael Angelo Covino,Gayle Rankin,Comedy Drama,the climb,Kyle Marvin Michael Angelo Covino Gayle Rankin Michael Angelo Covino Comedy Drama
6049,Paul Leyden,Malin Åkerman,Bella Thorne,Fortune Feimster,Action Comedy,chick fight,Malin Åkerman Bella Thorne Fortune Feimster Paul Leyden Action Comedy
6050,Michael Rohl,Vanessa Hudgens,Sam Palladio,Nick Sagar,Family Romance Comedy,the princess switch: switched again,Vanessa Hudgens Sam Palladio Nick Sagar Michael Rohl Family Romance Comedy
6051,Aneesh Chaganty,Sarah Paulson,Kiera Allen,Pat Healy,Animation Comedy Family,run,Sarah Paulson Kiera Allen Pat Healy Aneesh Chaganty Animation Comedy Family
6052,Darius Marder,Riz Ahmed,Olivia Cooke,Paul Raci,Drama Music,sound of metal,Riz Ahmed Olivia Cooke Paul Raci Darius Marder Drama Music
6053,Dan Friedkin,Guy Pearce,Claes Bang,Vicky Krieps,Drama,the last vermeer,Guy Pearce Claes Bang Vicky Krieps Dan Friedkin Drama
6054,Dimitri Logothetis,Alain Moussi,Frank Grillo,JuJu Chan,Action Science Fiction Fantasy,jiu jitsu,Alain Moussi Frank Grillo JuJu Chan Dimitri Logothetis Action Science Fiction Fantasy
6055,Josh Duhamel,Josh Duhamel,Dax Shepard,Olivia Munn,Comedy,buddy games,Josh Duhamel Dax Shepard Olivia Munn Josh Duhamel Comedy
6056,Joel Crawford,Nicolas Cage,Emma Stone,Ryan Reynolds,Animation Family Adventure Fantasy Comedy,the croods: a new age,Nicolas Cage Emma Stone Ryan Reynolds Joel Crawford Animation Family Adventure Fantasy Comedy
6057,Clea DuVall,Kristen Stewart,Mackenzie Davis,Alison Brie,Romance Comedy,happiest season,Kristen Stewart Mackenzie Davis Alison Brie Clea DuVall Romance Comedy
6058,George C. Wolfe,Viola Davis,Chadwick Boseman,Glynn Turman,Drama Music,ma rainey's black bottom,Viola Davis Chadwick Boseman Glynn Turman George C. Wolfe Drama Music
6059,Chris Columbus,Kurt Russell,Goldie Hawn,Darby Camp,Family Fantasy Adventure Comedy,the christmas chronicles 2,Kurt Russell Goldie Hawn Darby Camp Chris Columbus Family Fantasy Adventure Comedy
6060,Alan Ball,Paul Bettany,Sophia Lillis,Peter Macdissi,Drama,uncle frank,Paul Bettany Sophia Lillis Peter Macdissi Alan Ball Drama
6061,Taylor Swift,Taylor Swift,Jack Antonoff,Aaron Dessner,Music Documentary,folklore: the long pond studio sessions,Taylor Swift Jack Antonoff Aaron Dessner Taylor Swift Music Documentary
6062,Ben Falcone,Melissa McCarthy,Bobby Cannavale,Brian Tyree Henry,Comedy Science Fiction Romance,superintelligence,Melissa McCarthy Bobby Cannavale Brian Tyree Henry Ben Falcone Comedy Science Fiction Romance
6063,Mitja Okorn,Jaden Smith,Cara Delevingne,Cuba Gooding Jr.,Drama Romance,life in a year,Jaden Smith Cara Delevingne Cuba Gooding Jr. Mitja Okorn Drama Romance
6064,Ashley Avis,Mackenzie Foy,Kate Winslet,Claire Forlani,Drama,black beauty,Mackenzie Foy Kate Winslet Claire Forlani Ashley Avis Drama
6065,Ryan Murphy,Meryl Streep,James Corden,Jo Ellen Pellman,Comedy Music Romance,the prom,Meryl Streep James Corden Jo Ellen Pellman Ryan Murphy Comedy Music Romance
6066,Marc Meyers,Jessica Rothe,Harry Shum Jr.,Kyle Allen,Romance Drama,all my life,Jessica Rothe Harry Shum Jr. Kyle Allen Marc Meyers Romance Drama
6067,Sharon Maguire,Isla Fisher,Jillian Bell,Santiago Cabrera,Family Fantasy Comedy,godmothered,Isla Fisher Jillian Bell Santiago Cabrera Sharon Maguire Family Fantasy Comedy
6068,April Mullen,Aaron Eckhart,Katheryn Winnick,Heather Graham,Thriller Crime Mystery,wander,Aaron Eckhart Katheryn Winnick Heather Graham April Mullen Thriller Crime Mystery
6069,Lawrence Michael Levine,Aubrey Plaza,Christopher Abbott,Sarah Gadon,Drama Comedy Thriller,black bear,Aubrey Plaza Christopher Abbott Sarah Gadon Lawrence Michael Levine Drama Comedy Thriller
6070,Steven Soderbergh,Meryl Streep,Candice Bergen,Gemma Chan,Comedy Drama,let them all talk,Meryl Streep Candice Bergen Gemma Chan Steven Soderbergh Comedy Drama
6071,George Clooney,George Clooney,Felicity Jones,David Oyelowo,Science Fiction Drama,the midnight sky,George Clooney Felicity Jones David Oyelowo George Clooney Science Fiction Drama
6072,Adam Mason,KJ Apa,Sofia Carson,Craig Robinson,Thriller Romance Drama Mystery,songbird,KJ Apa Sofia Carson Craig Robinson Adam Mason Thriller Romance Drama Mystery
6073,John Patrick Shanley,Emily Blunt,Jamie Dornan,Jon Hamm,Romance Drama,wild mountain thyme,Emily Blunt Jamie Dornan Jon Hamm John Patrick Shanley Romance Drama
6074,Reginald Hudlin,Jay Reeves,Thaddeus J. Mixson,Corinne Foxx,Family Drama History,safety,Jay Reeves Thaddeus J. Mixson Corinne Foxx Reginald Hudlin Family Drama History
6075,Tara Miele,Sienna Miller,Diego Luna,Beth Grant,Romance Drama,wander darkly,Sienna Miller Diego Luna Beth Grant Tara Miele Romance Drama
6076,Julia Hart,Rachel Brosnahan,Arinzé Kene,Marsha Stephanie Blake,Crime Drama,i'm your woman,Rachel Brosnahan Arinzé Kene Marsha Stephanie Blake Julia Hart Crime Drama
6077,Jamie Babbit,Drew Barrymore,Michael Zegen,T.J. Miller,Comedy,the stand in,Drew Barrymore Michael Zegen T.J. Miller Jamie Babbit Comedy
6078,Adam Egypt Mortimer,Joe Manganiello,Skylan Brooks,Zolee Griggs,Action Thriller Crime Science Fiction,archenemy,Joe Manganiello Skylan Brooks Zolee Griggs Adam Egypt Mortimer Action Thriller Crime Science Fiction
6079,Ekwa Msangi,Ntare Mwine,Zainab Jah,Jayme Lawson,Romance Drama,farewell amor,Ntare Mwine Zainab Jah Jayme Lawson Ekwa Msangi Romance Drama
6080,Paul W. S. Anderson,Milla Jovovich,Tony Jaa,"Tip ""T.I."" Harris",Action Fantasy Adventure,monster hunter,"Milla Jovovich Tony Jaa Tip ""T.I."" Harris Paul W. S. Anderson Action Fantasy Adventure"
6081,Ric Roman Waugh,Gerard Butler,Morena Baccarin,David Denman,Action Thriller Drama,greenland,Gerard Butler Morena Baccarin David Denman Ric Roman Waugh Action Thriller Drama
6082,Deon Taylor,Hilary Swank,Michael Ealy,Mike Colter,Thriller,fatale,Hilary Swank Michael Ealy Mike Colter Deon Taylor Thriller
6083,Liam O'Donnell,Lindsey Morgan,Jonathan Howard,Daniel Bernhardt,Science Fiction Action,skylines,Lindsey Morgan Jonathan Howard Daniel Bernhardt Liam O'Donnell Science Fiction Action
6084,Shawn Linden,Devon Sawa,Camille Sullivan,Nick Stahl,Horror Thriller Mystery,hunter hunter,Devon Sawa Camille Sullivan Nick Stahl Shawn Linden Horror Thriller Mystery
6085,Eugene Ashe,Tessa Thompson,Nnamdi Asomugha,Ryan Michelle Bathe,Drama Romance,sylvie's love,Tessa Thompson Nnamdi Asomugha Ryan Michelle Bathe Eugene Ashe Drama Romance
6086,Patty Jenkins,Gal Gadot,Chris Pine,Kristen Wiig,Action Adventure Fantasy,wonder woman 1984,Gal Gadot Chris Pine Kristen Wiig Patty Jenkins Action Adventure Fantasy
6087,Pete Docter,Jamie Foxx,Tina Fey,Graham Norton,Animation Comedy Fantasy Family,soul,Jamie Foxx Tina Fey Graham Norton Pete Docter Animation Comedy Fantasy Family
6088,Robert Rodriguez,Priyanka Chopra Jonas,Pedro Pascal,YaYa Gosselin,Action Fantasy Family Comedy,we can be heroes,Priyanka Chopra Jonas Pedro Pascal YaYa Gosselin Robert Rodriguez Action Fantasy Family Comedy
6089,Regina King,Kingsley Ben-Adir,Eli Goree,Aldis Hodge,Drama,one night in miami...,Kingsley Ben-Adir Eli Goree Aldis Hodge Regina King Drama
6090,Emerald Fennell,Carey Mulligan,Bo Burnham,Alison Brie,Thriller Crime Drama,promising young woman,Carey Mulligan Bo Burnham Alison Brie Emerald Fennell Thriller Crime Drama
6091,Kornél Mundruczó,Vanessa Kirby,Shia LaBeouf,Molly Parker,Drama,pieces of a woman,Vanessa Kirby Shia LaBeouf Molly Parker Kornél Mundruczó Drama
6092,Roseanne Liang,Chloë Grace Moretz,Taylor John Smith,Beulah Koale,Horror Action War,shadow in the cloud,Chloë Grace Moretz Taylor John Smith Beulah Koale Roseanne Liang Horror Action War
6093,Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas,Drama,the white tiger,Adarsh Gourav Rajkummar Rao Priyanka Chopra Jonas Ramin Bahrani Drama
6094,Doug Liman,Anne Hathaway,Chiwetel Ejiofor,Stephen Merchant,Comedy Crime Drama,locked down,Anne Hathaway Chiwetel Ejiofor Stephen Merchant Doug Liman Comedy Crime Drama
6095,Simon Stone,Carey Mulligan,Ralph Fiennes,Lily James,Drama History,the dig,Carey Mulligan Ralph Fiennes Lily James Simon Stone Drama History
6096,Mikael Håfström,Anthony Mackie,Damson Idris,Emily Beecham,Thriller Action Science Fiction,outside the wire,Anthony Mackie Damson Idris Emily Beecham Mikael Håfström Thriller Action Science Fiction
6097,Robert Lorenz,Liam Neeson,Katheryn Winnick,Juan Pablo Raba,Action Thriller Crime,the marksman,Liam Neeson Katheryn Winnick Juan Pablo Raba Robert Lorenz Action Thriller Crime
6098,Bennett Lasseter,Keean Johnson,Madeline Brewer,Rya Kihlstedt,Drama Music,the ultimate playlist of noise,Keean Johnson Madeline Brewer Rya Kihlstedt Bennett Lasseter Drama Music
6099,Nate Parker,Nate Parker,Omari Hardwick,Theo Rossi,Crime Drama,american skin,Nate Parker Omari Hardwick Theo Rossi Nate Parker Crime Drama
6100,Alex McAulay,Jack Dylan Grazer,Fionn Whitehead,Rainn Wilson,Crime,don't tell a soul,Jack Dylan Grazer Fionn Whitehead Rainn Wilson Alex McAulay Crime
6101,Gabriela Cowperthwaite,Jason Segel,Dakota Johnson,Casey Affleck,Drama Romance,our friend,Jason Segel Dakota Johnson Casey Affleck Gabriela Cowperthwaite Drama Romance
6102,Conor Allyn,Jake Allyn,Frank Grillo,Jorge A. Jiménez,Drama Action History,no man's land,Jake Allyn Frank Grillo Jorge A. Jiménez Conor Allyn Drama Action History
6103,Alex Ranarivelo,Sean Patrick Flanery,Dennis Quaid,Katrina Bowden,Action Drama,born a champion,Sean Patrick Flanery Dennis Quaid Katrina Bowden Alex Ranarivelo Action Drama
6104,Mike P. Nelson,Charlotte Vega,Adain Bradley,Bill Sage,Horror Thriller,wrong turn,Charlotte Vega Adain Bradley Bill Sage Mike P. Nelson Horror Thriller
6105,Glenda Ivin,Naomi Watts,Andrew Lincoln,Jacki Weaver,Drama,penguin bloom,Naomi Watts Andrew Lincoln Jacki Weaver Glenda Ivin Drama
6106,John Lee Hancock,Denzel Washington,Rami Malek,Jared Leto,Thriller Crime Drama,the little things,Denzel Washington Rami Malek Jared Leto John Lee Hancock Thriller Crime Drama
6107,Chloé Zhao,Frances McDormand,David Strathairn,Linda May,Drama,nomadland,Frances McDormand David Strathairn Linda May Chloé Zhao Drama
6108,Fisher Stevens,Justin Timberlake,Juno Temple,Alisha Wainwright,Drama,palmer,Justin Timberlake Juno Temple Alisha Wainwright Fisher Stevens Drama
6109,Viggo Mortensen,Viggo Mortensen,Lance Henriksen,Terry Chen,Crime Drama Thriller,falling,Viggo Mortensen Lance Henriksen Terry Chen Viggo Mortensen Crime Drama Thriller
6110,Chad Hartigan,Olivia Cooke,Jack O'Connell,Raúl Castillo,Romance Science Fiction Drama,little fish,Olivia Cooke Jack O'Connell Raúl Castillo Chad Hartigan Romance Science Fiction Drama
6111,Barry Alexander Brown,Lucas Till,Lucy Hale,Cedric the Entertainer,History Drama,son of the south,Lucas Till Lucy Hale Cedric the Entertainer Barry Alexander Brown History Drama
6112,Ben Hozie,Julia Fox,Nikki Belfiglio,Austin Brown,Drama,pvt chat,Julia Fox Nikki Belfiglio Austin Brown Ben Hozie Drama
6113,Sia,Kate Hudson,Leslie Odom Jr.,Maddie Ziegler,Music Drama,music,Kate Hudson Leslie Odom Jr. Maddie Ziegler Sia Music Drama
6114,Shaka King,Daniel Kaluuya,Lakeith Stanfield,Jesse Plemons,Drama History,judas and the black messiah,Daniel Kaluuya Lakeith Stanfield Jesse Plemons Shaka King Drama History
6115,Kevin Macdonald,Jodie Foster,Tahar Rahim,Shailene Woodley,Drama Thriller,the mauritanian,Jodie Foster Tahar Rahim Shailene Woodley Kevin Macdonald Drama Thriller
6116,Tate Taylor,Allison Janney,Mila Kunis,Awkwafina,Comedy Drama Crime Thriller,breaking news in yuba county,Allison Janney Mila Kunis Awkwafina Tate Taylor Comedy Drama Crime Thriller
6117,Josh Greenbaum,Kristen Wiig,Annie Mumolo,Jamie Dornan,Comedy,barb and star go to vista del mar,Kristen Wiig Annie Mumolo Jamie Dornan Josh Greenbaum Comedy
6118,Lee Isaac Chung,Steven Yeun,Han Ye-ri,Alan Kim,Drama,minari,Steven Yeun Han Ye-ri Alan Kim Lee Isaac Chung Drama
6119,Michael Fimognari,Lana Condor,Noah Centineo,Jordan Fisher,Romance Comedy Drama,to all the boys: always and forever,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Romance Comedy Drama
6120,Mona Fastvold,Katherine Waterston,Vanessa Kirby,Christopher Abbott,Romance Drama Western,the world to come,Katherine Waterston Vanessa Kirby Christopher Abbott Mona Fastvold Romance Drama Western
6121,Azazel Jacobs,Michelle Pfeiffer,Lucas Hedges,Tracy Letts,Drama Comedy,french exit,Michelle Pfeiffer Lucas Hedges Tracy Letts Azazel Jacobs Drama Comedy
6122,Robin Wright,Robin Wright,Demián Bichir,Kim Dickens,Drama,land,Robin Wright Demián Bichir Kim Dickens Robin Wright Drama
6123,Kevin Lewis,Nicolas Cage,Emily Tosta,Ric Reitz,Action Horror Comedy,willy's wonderland,Nicolas Cage Emily Tosta Ric Reitz Kevin Lewis Action Horror Comedy
6124,Ian Samuels,Kathryn Newton,Kyle Allen,Al Madrigal,Fantasy Romance,the map of tiny perfect things,Kathryn Newton Kyle Allen Al Madrigal Ian Samuels Fantasy Romance
6125,Castille Landon,Katherine Heigl,Madison Iseman,Israel Broussard,Thriller Horror Drama,fear of rain,Katherine Heigl Madison Iseman Israel Broussard Castille Landon Thriller Horror Drama
6126,J Blakeson,Rosamund Pike,Peter Dinklage,Eiza González,Comedy Crime Thriller Drama,i care a lot,Rosamund Pike Peter Dinklage Eiza González J Blakeson Comedy Crime Thriller Drama
6127,Lena Khan,Matilda Lawler,Alyson Hannigan,Ben Schwartz,Family Adventure Comedy Fantasy,flora & ulysses,Matilda Lawler Alyson Hannigan Ben Schwartz Lena Khan Family Adventure Comedy Fantasy
6128,Tiller Russell,Jason Clarke,Nick Robinson,Katie Aselton,Crime Thriller,silk road,Jason Clarke Nick Robinson Katie Aselton Tiller Russell Crime Thriller
6129,Tim Story,Chloë Grace Moretz,Michael Peña,Colin Jost,Comedy Family Animation,tom & jerry,Chloë Grace Moretz Michael Peña Colin Jost Tim Story Comedy Family Animation
6130,Lee Daniels,Andra Day,Trevante Rhodes,Garrett Hedlund,Music Drama History,the united states vs. billie holiday,Andra Day Trevante Rhodes Garrett Hedlund Lee Daniels Music Drama History
6131,"Anthony and Joe Russo (directors); Angela Russo-Otstot, Jessica Goldberg (screenplay); Tom Holland, Ciara Bravo, Jack Reynor, Michael Rispoli, Jeff Wahlberg",Tom Holland,Ciara Bravo,Jack Reynor,Drama Crime,cherry,"Tom Holland Ciara Bravo Jack Reynor Anthony and Joe Russo (directors); Angela Russo-Otstot, Jessica Goldberg (screenplay); Tom Holland, Ciara Bravo, Jack Reynor, Michael Rispoli, Jeff Wahlberg Drama Crime"
6132,Nicholas Jarecki,Gary Oldman,Armie Hammer,Evangeline Lilly,Thriller Crime Drama,crisis,Gary Oldman Armie Hammer Evangeline Lilly Nicholas Jarecki Thriller Crime Drama
6133,R. J. Cutler,Billie Eilish,Finneas O'Connell,Maggie Baird,Documentary Music,billie eilish: the world's a little blurry,Billie Eilish Finneas O'Connell Maggie Baird R. J. Cutler Documentary Music
6134,Keith Thomas,Dave Davis,Menashe Lustig,Malky Goldman,Horror Thriller Mystery,the vigil,Dave Davis Menashe Lustig Malky Goldman Keith Thomas Horror Thriller Mystery
